injection_rate,traffic_pattern,0_1,0_2,0_3,0_4,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4,3_1,3_2,3_3,3_4,latency
0.0,1.0,0.9333333333333333,0.4,0.4666666666666667,0.7333333333333333,0.8,0.0,1.0,0.8666666666666667,0.26666666666666666,0.6,0.13333333333333333,0.6666666666666666,0.23076923076923078,0.35714285714285715,0.07142857142857142,0.5333333333333333,15.34
0.0,1.0,0.8666666666666667,0.9333333333333333,0.6666666666666666,0.13333333333333333,0.6,0.8,0.06666666666666667,1.0,0.5333333333333333,0.2,0.7333333333333333,0.4666666666666667,0.46153846153846156,0.0,0.35714285714285715,0.26666666666666666,15.19
0.0,1.0,1.0,0.4666666666666667,0.6666666666666666,0.7333333333333333,0.8666666666666667,0.5333333333333333,0.0,0.13333333333333333,0.3333333333333333,0.6,0.8,0.9333333333333333,0.07692307692307693,0.2857142857142857,0.42857142857142855,0.2,13.97
0.0,1.0,0.4666666666666667,0.9333333333333333,0.6,0.0,0.13333333333333333,0.8666666666666667,0.4,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.8,0.5333333333333333,0.38461538461538464,0.7857142857142857,0.21428571428571427,1.0,16.21
0.0,1.0,0.5333333333333333,0.6,0.8,0.6666666666666666,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.9333333333333333,1.0,0.7333333333333333,0.8666666666666667,0.46153846153846156,0.07142857142857142,0.21428571428571427,0.0,14.61
0.0,1.0,1.0,0.4,0.26666666666666666,0.8666666666666667,0.8,0.2,0.6666666666666666,0.4666666666666667,0.9333333333333333,0.7333333333333333,0.6,0.5333333333333333,0.38461538461538464,0.07142857142857142,0.0,0.13333333333333333,13.63
0.0,1.0,0.6666666666666666,0.7333333333333333,0.13333333333333333,0.2,0.3333333333333333,0.8666666666666667,1.0,0.4666666666666667,0.26666666666666666,0.5333333333333333,0.0,0.8,0.46153846153846156,0.07142857142857142,1.0,0.6,15.31
0.09090909090909091,1.0,1.0,0.8666666666666667,0.8,0.26666666666666666,0.13333333333333333,0.7333333333333333,0.06666666666666667,0.2,0.9333333333333333,0.4666666666666667,0.0,0.3333333333333333,0.6923076923076923,0.5714285714285714,0.42857142857142855,0.6666666666666666,804.29
0.09090909090909091,1.0,0.2,0.4666666666666667,0.6666666666666666,0.06666666666666667,0.8,0.0,0.4,0.9333333333333333,0.3333333333333333,0.5333333333333333,0.13333333333333333,0.8666666666666667,0.6923076923076923,0.7857142857142857,0.2857142857142857,1.0,933.29
0.09090909090909091,1.0,0.6,0.2,0.5333333333333333,0.3333333333333333,0.0,0.9333333333333333,0.4,1.0,0.7333333333333333,0.6666666666666666,0.8,0.26666666666666666,0.07692307692307693,0.5,0.9285714285714286,0.13333333333333333,632.39
0.09090909090909091,1.0,0.6,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.06666666666666667,0.4,0.4666666666666667,0.9333333333333333,0.6666666666666666,0.7333333333333333,0.8666666666666667,0.0,0.21428571428571427,0.8571428571428571,1.0,768.23
0.09090909090909091,1.0,0.6666666666666666,0.6,1.0,0.4,0.9333333333333333,0.8,0.13333333333333333,0.8666666666666667,0.5333333333333333,0.7333333333333333,0.2,0.3333333333333333,0.0,0.5,0.07142857142857142,0.26666666666666666,665.78
0.09090909090909091,1.0,0.4666666666666667,1.0,0.8666666666666667,0.6666666666666666,0.3333333333333333,0.7333333333333333,0.4,0.8,0.06666666666666667,0.2,0.0,0.26666666666666666,0.6153846153846154,0.6428571428571429,1.0,0.13333333333333333,846.18
0.09090909090909091,1.0,0.13333333333333333,0.5333333333333333,0.6,0.3333333333333333,0.8666666666666667,0.6666666666666666,0.4,0.06666666666666667,0.4666666666666667,0.2,0.8,0.7333333333333333,0.3076923076923077,1.0,0.0,1.0,705.44
0.09090909090909091,1.0,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.7333333333333333,0.0,1.0,0.26666666666666666,0.8,0.8666666666666667,0.46153846153846156,0.6428571428571429,1.0,0.4666666666666667,663.29
0.09090909090909091,1.0,0.5333333333333333,0.8,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.0,0.7333333333333333,0.9333333333333333,1.0,0.2,0.6666666666666666,0.8666666666666667,0.38461538461538464,0.14285714285714285,0.6428571428571429,0.4,495.87
0.09090909090909091,1.0,0.4666666666666667,0.0,0.13333333333333333,0.8666666666666667,0.6,1.0,0.26666666666666666,0.9333333333333333,0.2,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.9230769230769231,0.42857142857142855,0.07142857142857142,0.7333333333333333,852.23
